,ticker,date,sentiment_sum,count,sentiment_mean,weighted_sentiment_sum,weighted_sentiment_mean,tradeDate_x,mean_price,mean_price_change,tradeDate_y,preClosePrice,actPreClosePrice,openPrice,negMarketValue,marketValue,PE,PE1,PB
38,000036,2018-07-17,3,7,0.42857142857142855,0.8064402,0.11520574285714287,2018-07-17,6.158839744104826,0.021112932220474168,2018-07-17,6.17,6.17,6.17,6931695350,6963075580,10.2067,16.5278,1.5435
39,000036,2018-07-18,3,5,0.6,1.085021,0.2170042,2018-07-18,6.03683470316841,-0.019809744368360582,2018-07-18,6.1,6.1,6.03,6908968480,6940245824,10.0909,16.4736,1.5384
40,000036,2018-07-19,0,1,0.0,0.0,0.0,2018-07-19,6.056285254915872,0.0032219785208387197,2018-07-19,6.08,6.08,6.08,6897605045,6928830946,10.0578,16.4465,1.5359
41,000036,2018-07-23,0,1,0.0,0.0,0.0,2018-07-23,6.203379002177786,0.02200349464123441,2018-07-23,6.04,6.04,6.03,6943058785,6974490458,9.9916,16.5549,1.546
42,000036,2018-07-24,0,1,0.0,0.0,0.0,2018-07-24,6.096683004752671,-0.01719965802309642,2018-07-24,6.11,6.11,6.11,7045329700,7077224360,10.1074,16.7988,1.5688
43,000063,2018-01-22,0,1,0.0,0.0,0.0,2018-01-22,36.54805277979084,0.017314197774451756,2018-01-22,36.49,36.49,36.5,124933606665,152642228235,-116.5656,29.3193,3.8039
44,000063,2018-01-24,0,1,0.0,0.0,0.0,2018-01-24,36.3510711342011,-0.002482735698765892,2018-01-24,36.38,36.38,36.16,127059844275,155240037225,-116.2142,29.8183,3.8686
45,000063,2018-01-30,2,1,2.0,0.14139279999999999,0.14139279999999999,2018-01-30,31.037529812809268,-0.004670394390392407,2018-01-30,31.71,31.71,31.22,106654822050,130309450950,-101.2961,25.0297,3.2473
46,000063,2018-02-01,2,1,2.0,0.689224,0.689224,2018-02-01,28.98101254715149,0.012204710700000287,2018-02-01,31.12,31.12,30.0,96057928155,117362306145,-99.4114,22.5428,2.9247
47,000063,2018-02-07,1,1,1.0,0.90986,0.90986,2018-02-07,29.493350005538204,0.019469155792559034,2018-02-07,28.45,28.45,29.2,98458519005,120295316295,-90.8822,23.1062,2.9978
48,000063,2018-02-26,6,3,2.0,2.478424,0.8261413333333333,2018-02-26,32.620591783244365,0.00982965454908169,2018-02-26,31.32,31.32,31.8,111627474525,136384971975,-100.0503,26.1966,3.3987
49,000063,2018-03-01,2,1,2.0,1.0677459999999999,1.0677459999999999,2018-03-01,31.8946750092811,-0.014180713599876493,2018-03-01,32.24,32.24,31.93,110941591425,135546969075,-102.9892,26.0357,3.3779
50,000063,2018-03-07,2,1,2.0,0.00833166,0.00833166,2018-03-07,32.585628640512134,-0.007573734717266745,2018-03-07,33.3,33.3,33.1,112188276882,136974587706,-106.3753,26.2932,3.4113
51,000063,2018-03-21,1,1,1.0,0.374203,0.374203,2018-03-21,31.56919483248867,-0.020816170206883533,2018-03-21,32.05,32.05,32.15,108685612590,132698062470,29.4155,29.0484,4.1931
52,000063,2018-03-22,2,1,2.0,0.846508,0.846508,2018-03-22,29.417922170307616,-0.06814467944450464,2018-03-22,31.65,31.65,31.62,107689757056,131482187648,29.0484,28.7822,4.1547
53,000063,2018-03-28,2,1,2.0,0.568408,0.568408,2018-03-28,29.444947657171788,-0.014697141102194888,2018-03-28,30.43,30.43,29.87,101714623852,124186938716,27.9287,27.1853,3.9241
54,000063,2018-04-09,2,1,2.0,0.28741,0.28741,2018-04-09,30.468023424893776,0.025521564922481366,2018-04-09,29.99,29.99,29.6,102882178616,125612447128,27.5248,27.4973,3.9692
55,000063,2018-06-12,5,7,0.7142857142857143,2.1378254,0.3054036285714286,2018-06-12,28.18,-0.09059755020011873,2018-06-12,31.31,31.31,0.0,107518057826,131272554058,26.038,19.4533,4.0918
56,000063,2018-06-13,32,36,0.8888888888888888,7.9490972,0.22080825555555555,2018-06-13,25.36,-0.10007097232079487,2018-06-13,31.31,31.31,28.18,96769686028,118149491324,26.038,17.5086,3.6828
57,000063,2018-06-14,16,20,0.8,5.282505999999999,0.26412529999999995,2018-06-14,22.82,-0.10015772870662454,2018-06-14,28.18,28.18,25.36,87085849456,106326156848,23.435,15.7565,3.3142
58,000063,2018-06-19,6,5,1.2,1.982675,0.39653499999999997,2018-06-19,18.49,-0.09980525803310614,2018-06-19,22.82,22.82,20.54,70534043684,86117478772,18.9775,12.7618,2.6843
59,000063,2018-06-20,6,8,0.75,2.24419,0.28052375,2018-06-20,16.64,-0.10005408328826382,2018-06-20,20.54,20.54,18.49,63494375254,77522501582,17.0814,11.4881,2.4164
60,000063,2018-06-21,3,4,0.75,2.088578,0.5221445,2018-06-21,14.98,-0.09975961538461542,2018-06-21,18.49,18.49,16.64,57141503744,69766058752,15.3766,10.3387,2.1746
61,000063,2018-06-25,7,17,0.4117647058823529,2.0369536,0.11982079999999999,2018-06-25,13.02339216893629,-0.041409484376238814,2018-06-25,14.98,14.98,13.48,46290112408,56517215864,12.4576,8.3753,1.7617
62,000063,2018-06-26,6,5,1.2,0.500356,0.1000712,2018-06-26,12.960898953918225,-0.004798535911951229,2018-06-26,13.48,13.48,12.9,45603315488,55678681504,11.2102,8.251,1.7355
63,000063,2018-06-27,1,2,0.5,0.644437,0.3222185,2018-06-27,13.028967912163925,0.00525187014324513,2018-06-27,13.28,13.28,13.11,44126702110,53875832630,11.0439,7.9839,1.6793
64,000063,2018-06-28,2,1,2.0,0.076126,0.076126,2018-06-28,12.830847235125393,-0.015206168161145284,2018-06-28,12.85,12.85,12.8,44367081032,54169319656,10.6863,8.0274,1.6885
65,000063,2018-07-02,5,6,0.8333333333333334,2.094619,0.34910316666666663,2018-07-02,12.65332472896648,0.013470059610678708,2018-07-02,13.03,13.03,13.03,41997631658,51276376114,10.835999999999999,7.5987,1.5983
66,000063,2018-07-03,12,14,0.8571428571428571,2.0472026,0.14622875714285713,2018-07-03,13.816669258839024,0.09193983042333298,2018-07-03,12.23,12.23,12.15,46187092870,56391435710,10.1707,8.3567,1.7577
67,000063,2018-07-04,62,55,1.1272727272727272,22.686338199999998,0.41247887636363634,2018-07-04,13.31526370733773,-0.03628990041724611,2018-07-04,13.45,13.45,13.45,47388987480,57858870840,11.1853,8.5741,1.8035
68,000063,2018-07-05,92,69,1.3333333333333333,35.84174428,0.5194455692753623,2018-07-05,13.115821946857018,-0.014978431134698766,2018-07-05,13.8,13.8,13.5,44641799800,54504733400,11.4763,8.0771,1.6989
69,000063,2018-07-09,12,14,0.8571428571428571,7.578106,0.5412932857142857,2018-07-09,12.693849191692548,-0.02329368241007279,2018-07-09,13.04,13.04,13.15,44985198260,54924000580,10.8443,8.1392,1.712
70,000063,2018-07-10,32,34,0.9411764705882353,19.031847600000003,0.5597602235294118,2018-07-10,12.138372793392335,-0.04375949248426103,2018-07-10,13.1,13.1,13.02,43577264574,53205005142,10.8942,7.8845,1.6584
71,000063,2018-07-11,57,62,0.9193548387096774,30.249493800000003,0.4878950612903226,2018-07-11,13.31,0.09652259215876557,2018-07-11,12.69,12.69,12.24,41551213660,50731328780,10.5532,7.5179,1.5813
72,000063,2018-07-12,109,125,0.872,45.764966400000034,0.3661197312000003,2018-07-12,14.165619764119421,0.0642839792726837,2018-07-12,12.1,12.1,13.31,45706335026,55804461658,10.0626,8.2697,1.7394
73,000063,2018-07-16,92,103,0.8932038834951457,25.165290699999993,0.24432321067961157,2018-07-16,16.810823671273678,0.1113752908662915,2018-07-16,14.1,14.1,14.68,53261101146,65028339618,11.7258,9.6366,2.0269999999999997
74,000063,2018-07-17,176,174,1.0114942528735633,83.99670214000004,0.48273966747126457,2018-07-17,16.781199259579186,-0.0017622224986580948,2018-07-17,15.51,15.51,16.38,58583777276,71526980908,12.8984,10.5996,2.2295
75,000063,2018-07-18,104,115,0.9043478260869565,54.16901259999999,0.4710348921739129,2018-07-18,16.673516648463206,-0.006416860288129378,2018-07-18,17.06,17.06,17.56,56763765438,69304864854,14.1874,10.2703,2.1603
76,000063,2018-07-19,113,109,1.036697247706422,59.564704200000016,0.5464651761467891,2018-07-19,16.520065893859808,-0.009203262745267393,2018-07-19,16.53,16.53,16.54,57862640510,70646519830,13.7466,10.4691,2.2021
77,000063,2018-07-23,53,61,0.8688524590163934,23.5362864,0.38584076065573775,2018-07-23,16.577788914519267,-0.0019376065961886901,2018-07-23,16.52,16.52,16.4,57072824052,69682205316,13.7383,10.3262,2.1719999999999997
78,000063,2018-07-24,35,36,0.9722222222222222,16.60970586,0.4613807183333333,2018-07-24,16.48795696342002,-0.005418813785267096,2018-07-24,16.62,16.62,16.63,57278863128,69933765624,13.8215,10.3635,2.1799
79,000065,2018-01-18,2,1,2.0,1.6864240000000001,1.6864240000000001,2018-01-18,18.328638202340066,0.018705255791404474,2018-01-18,17.52,17.52,17.51,7409715720,9311015340,13.8316,20.059,2.6603
80,000065,2018-01-22,2,1,2.0,0.58847,0.58847,2018-01-22,17.822976079810484,-5.561105090534646e-05,2018-01-22,18.27,18.27,17.98,7319900984,9198154548,14.4237,19.8159,2.628
81,000065,2018-01-23,2,1,2.0,1.45488,1.45488,2018-01-23,18.07914295082359,0.014372844909065874,2018-01-23,17.93,17.93,17.93,7283158592,9151984224,14.1553,19.7164,2.6149
82,000065,2018-01-31,4,2,2.0,1.87628,0.93814,2018-01-31,16.954702427785282,-0.015014580657792376,2018-01-31,17.45,17.45,17.44,7001466920,8798011740,13.7764,18.9538,2.5137
83,000065,2018-02-01,5,3,1.6666666666666667,2.2500109999999998,0.7500036666666666,2018-02-01,16.386987557849675,-0.03348421314698147,2018-02-01,17.15,17.15,17.2,6760600128,8495339616,13.5395,18.3018,2.4272
84,000065,2018-02-05,6,3,2.0,2.6371480000000003,0.8790493333333335,2018-02-05,15.462497038707857,-0.05049807335818757,2018-02-05,16.5,16.5,16.28,6658537928,8367088716,13.0264,18.0255,2.3906
85,000065,2018-02-06,4,2,2.0,1.073942,0.536971,2018-02-06,15.023583853897557,-0.028385660072338337,2018-02-06,16.31,16.31,15.8,6148226928,7725834216,12.8764,16.644000000000002,2.2074
86,000065,2018-02-28,10,5,2.0,5.31604,1.063208,2018-02-28,15.440731133872621,0.005226553290670122,2018-02-28,15.39,15.39,15.3,6278866544,7889995368,12.15,16.9977,2.2543
87,000065,2018-03-05,6,3,2.0,4.743772,1.5812573333333333,2018-03-05,15.567101859296644,0.01194252504038995,2018-03-05,15.34,15.34,15.43,6274784056,7884865332,12.1106,16.9866,2.2528
88,000065,2018-03-07,4,2,2.0,2.91539,1.457695,2018-03-07,15.612416163384545,0.0005204253101771528,2018-03-07,15.79,15.79,15.82,6287031520,7900255440,12.4658,17.0198,2.2572
89,000065,2018-03-12,6,3,2.0,3.611966,1.2039886666666666,2018-03-12,16.05893278639493,-0.01138803757812401,2018-03-12,16.1,16.1,16.27,6617713048,8315788356,12.7106,17.915,2.3759
90,000065,2018-03-14,2,1,2.0,1.7607240000000002,1.7607240000000002,2018-03-14,15.742595280778728,-0.004178148152014005,2018-03-14,15.97,15.97,15.85,6429918600,8079806700,12.6079,17.4066,2.3085
91,000065,2018-03-19,4,2,2.0,2.447484,1.223742,2018-03-19,15.710554575547372,0.0005118005644002555,2018-03-19,15.78,15.78,15.7,6397258696,8038766412,12.4579,17.3182,2.2968
92,000065,2018-03-20,2,1,2.0,1.180878,1.180878,2018-03-20,16.97769008076659,0.0806550462064175,2018-03-20,15.67,15.67,15.6,6442166064,8095196808,12.3711,17.4397,2.3129
93,000065,2018-03-21,11,8,1.375,5.627366,0.70342075,2018-03-21,17.481153864307668,0.029654433621181253,2018-03-21,15.78,15.78,15.69,7087199168,8905742496,12.4579,19.1859,2.5445
94,000065,2018-03-22,22,11,2.0,15.202259999999997,1.382023636363636,2018-03-22,17.321961835817905,-0.00910649432671573,2018-03-22,17.36,17.36,17.36,7466870552,9382835844,13.7053,20.2138,2.6808
95,000065,2018-03-26,4,2,2.0,3.29517,1.647585,2018-03-26,17.17384884523858,0.04489581419770117,2018-03-26,16.74,16.74,16.44,6936147112,8715931164,13.2158,17.4579,2.3867
96,000065,2018-03-27,6,3,2.0,3.25706,1.0856866666666667,2018-03-27,17.095270216828236,-0.004575481542806847,2018-03-27,16.99,16.99,17.21,7099446632,8921132604,17.4579,17.8689,2.4429
97,000065,2018-03-28,12,8,1.5,5.282954,0.66036925,2018-03-28,17.47951610937353,0.02247673699635655,2018-03-28,17.39,17.39,17.4,6932064624,8710801128,17.8689,17.4477,2.3853
98,000065,2018-03-29,5,3,1.6666666666666667,2.5422480000000003,0.8474160000000001,2018-03-29,17.66587315754574,0.010661453498262086,2018-03-29,16.98,16.98,16.89,7226003760,9080163720,17.4477,18.1875,2.4864
99,000065,2018-04-02,2,1,2.0,1.0195299999999998,1.0195299999999998,2018-04-02,16.74114760441334,-0.0480936583028454,2018-04-02,17.73,17.73,17.68,7070869216,8885222352,18.2183,17.797,2.4330000000000003
100,000065,2018-04-03,2,1,2.0,1.6459599999999999,1.6459599999999999,2018-04-03,17.003526678915414,0.015672705402400622,2018-04-03,17.32,17.32,17.1,6834084912,8587680264,17.797,17.201,2.3516
101,000065,2018-04-09,2,1,2.0,0.486246,0.486246,2018-04-09,16.56753674118324,-0.0052757352371928246,2018-04-09,16.85,16.85,16.78,6785095056,8526119832,17.3141,17.0777,2.3347
102,000065,2018-04-10,4,2,2.0,3.296724,1.648362,2018-04-10,16.720347334056083,0.009223495034901052,2018-04-10,16.62,16.62,16.67,6752435152,8485079544,17.0777,16.9955,2.3235
103,000065,2018-04-11,8,4,2.0,3.337412,0.834353,2018-04-11,17.082602479653506,0.021665527537193086,2018-04-11,16.54,16.54,16.65,6850414864,8608200408,16.9955,17.2421,2.3572
104,000065,2018-04-12,2,1,2.0,1.382478,1.382478,2018-04-12,16.905899931605767,-0.010344006322116517,2018-04-12,16.78,16.78,16.81,6948394576,8731321272,17.2421,17.4888,2.3909
105,000065,2018-04-16,8,4,2.0,5.950278,1.4875695,2018-04-16,15.847410637339049,-0.020743992976660963,2018-04-16,16.66,16.66,16.46,6470743480,8131107060,17.1188,16.2865,2.2265
106,000065,2018-04-17,0,2,0.0,0.0,0.0,2018-04-17,15.52139924381661,-0.02057190294257305,2018-04-17,15.85,15.85,15.85,6405423672,8049026484,16.2865,16.1221,2.2041
107,000065,2018-04-18,2,1,2.0,1.2627959999999998,1.2627959999999998,2018-04-18,15.566389181040876,0.0028985748332057693,2018-04-18,15.69,15.69,15.85,6340103864,7966945908,16.1221,15.9577,2.1816
108,000065,2018-04-24,4,2,2.0,2.0894399999999997,1.0447199999999999,2018-04-24,14.84426862330513,0.012507078897552093,2018-04-24,14.49,14.49,14.5,6005339848,7546282956,14.8842,26.9093,2.0306
109,000065,2018-05-02,2,1,2.0,0.29481399999999996,0.29481399999999996,2018-05-02,14.54192807548237,-0.024584559789079252,2018-05-02,14.63,14.63,14.68,6042082240,7592453280,15.027999999999999,27.0739,2.043
110,000065,2018-05-03,1,1,1.0,0.6463260000000001,0.6463260000000001,2018-05-03,14.535902106434333,-0.0004143858377484433,2018-05-03,14.8,14.8,14.84,6009422336,7551412992,15.2026,26.9275,2.032
111,000065,2018-05-08,4,2,2.0,2.146496,1.073248,2018-05-08,14.858909558584573,-0.00476375072230617,2018-05-08,14.76,14.76,14.72,6103319560,7669403820,15.1615,27.3483,2.0637
112,000065,2018-05-10,2,1,2.0,1.489752,1.489752,2018-05-10,14.78746304863338,-0.01251399317071078,2018-05-10,14.9,14.9,14.91,6115567024,7684793928,15.3053,27.4032,2.0678
113,000065,2018-05-14,2,1,2.0,1.53931,1.53931,2018-05-14,14.637149587580998,-0.00546266744171775,2018-05-14,14.7,14.7,14.68,5980844920,7515502740,15.0999,26.7995,2.0223
114,000065,2018-05-15,2,1,2.0,1.28247,1.28247,2018-05-15,14.73427788319629,0.0066357384020794274,2018-05-15,14.65,14.65,14.62,6033917264,7582193208,15.0485,27.0373,2.0402
115,000065,2018-05-17,6,3,2.0,2.911326,0.9704419999999999,2018-05-17,14.797000359036355,0.0018661281145271325,2018-05-17,14.64,14.64,14.74,6009422336,7551412992,15.0382,26.9275,2.032
116,000065,2018-05-21,4,2,2.0,2.48574,1.24287,2018-05-21,15.143595023705815,-0.0034529392955158222,2018-05-21,14.83,14.83,14.86,6233959176,7833564972,15.2334,27.9337,2.1079
117,000065,2018-05-23,2,1,2.0,0.876388,0.876388,2018-05-23,15.062171438977947,0.005606414058304532,2018-05-23,15.2,15.2,15.18,6091072096,7654013712,15.6135,27.2934,2.0596
118,000065,2018-05-29,0,1,0.0,0.0,0.0,2018-05-29,14.186985404396811,-0.027333112076260657,2018-05-29,14.58,14.58,14.68,5935937552,7459072344,14.9766,26.5983,2.0071
119,000065,2018-05-30,10,5,2.0,6.220968,1.2441936,2018-05-30,14.271210288629012,0.005936771049760647,2018-05-30,14.54,14.54,14.47,5752225592,7228220724,14.9355,25.7751,1.945
120,000065,2018-05-31,2,1,2.0,1.50506,1.50506,2018-05-31,9.166245235985139,-0.3577107301622062,2018-05-31,14.09,14.09,14.21,5842040328,7341081516,14.4733,26.1775,1.9754
121,000065,2018-06-04,2,2,1.0,1.85352,0.92676,2018-06-04,8.664800373167777,-0.013195480606599252,2018-06-04,9.02,9.02,9.04,5315399376,6679306872,13.8981,23.8177,1.7973
122,000065,2018-06-05,2,2,1.0,0.209124,0.104562,2018-06-05,8.670150111165551,0.0006174104154021975,2018-06-05,8.68,8.68,8.68,5339894304,6710087088,13.3742,23.9275,1.8056
123,000065,2018-06-06,2,1,2.0,1.774156,1.774156,2018-06-06,8.725293336452618,0.006360123478837076,2018-06-06,8.72,8.72,8.79,5303151912,6663916764,13.4358,23.7628,1.7931
124,000065,2018-06-07,6,3,2.0,3.601572,1.200524,2018-06-07,8.490665438845861,-0.026890545516278008,2018-06-07,8.66,8.66,8.66,5315399376,6679306872,13.3434,23.8177,1.7973
125,000065,2018-06-11,4,2,2.0,2.375396,1.187698,2018-06-11,8.236197530811594,-0.008474742626960352,2018-06-11,8.4,8.4,8.4,5027583972,6317639334,12.9428,22.528000000000002,1.7
126,000065,2018-06-12,5,4,1.25,1.689686,0.4224215,2018-06-12,8.08188853449996,-0.018735465696926856,2018-06-12,8.21,8.21,8.26,5052078900,6348419550,12.65,22.6378,1.7083
127,000065,2018-06-13,4,2,2.0,2.9712639999999997,1.4856319999999998,2018-06-13,7.919575702629193,-0.02008352765295962,2018-06-13,8.25,8.25,8.27,4843872012,6086787714,12.7116,21.7048,1.6379
128,000065,2018-06-14,9,6,1.5,6.364236,1.060706,2018-06-14,7.932442359100857,0.0016246648753406312,2018-06-14,7.91,7.91,7.81,4801005888,6032922336,12.1878,21.5128,1.6234
129,000065,2018-06-19,2,1,2.0,1.779526,1.779526,2018-06-19,7.045112146889177,-0.03760708300314486,2018-06-19,7.91,7.91,7.82,4478078432,5478878448,12.1878,19.5371,1.4743
130,000065,2018-06-20,0,1,0.0,0.0,0.0,2018-06-20,6.985162836339027,-0.008509347942263878,2018-06-20,7.12,7.12,7.01,4496946740,5501963610,10.9705,19.6194,1.4805
131,000065,2018-06-21,4,2,2.0,2.3437799999999998,1.1718899999999999,2018-06-21,7.097889871200939,0.016138068288898078,2018-06-21,7.15,7.15,7.18,4257948172,5209551558,11.0167,18.5767,1.4018
132,000065,2018-06-25,5,4,1.25,2.738262,0.6845655,2018-06-25,7.320949641442737,0.012697443359701133,2018-06-25,7.23,7.23,7.29,4540972792,5555828988,11.14,19.8115,1.495
133,000065,2018-06-26,2,1,2.0,1.741234,1.741234,2018-06-26,7.417955945865521,0.013250508359413882,2018-06-26,7.22,7.22,7.13,4603867152,5632779528,11.1246,20.0859,1.5157
